"ÃÂÂIndex","Address","City","State","Zipcode","AUTO_UNIQUE_ID_2019-12-02_dbmsmsba_nyc","Source","UpdatedGeocoding","TimeTaken","TransactionId","Version","ErrorMessage","Latitude","Longitude","MatchType","MatchedLocationType","FeatureMatchingResultType","InterpolationType","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","GeocodeQualityType","FeatureMatchingHierarchy","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","FeatureMatchingResultTypeTieBreakingNotes","TieHandlingStrategyType","RegionSize","RegionSizeUnits","naaccrQualCode","naaccrQualType"
"426","17 Little West 12th St NYC","New York","NY","",75,"USCGeocoder",1,499.9919,"","4.1","",40.74,-74.007,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","93.5333896872358","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"432","75 Greenwich Ave NYC","New York","NY","",76,"USCGeocoder",1,390.609,"","4.1","",40.7367,-74.0014,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"445","255 E 50th St NYC","New York","NY","",77,"USCGeocoder",1,109.3645,"","4.1","",40.7550952,-73.968768,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"447","535 W 113th St NYC","New York","NY","",78,"USCGeocoder",1,171.8686,"","4.1","",40.8056175,-73.9639517,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"452","1585 2nd Ave NYC","New York","NY","",79,"USCGeocoder",1,203.1231,"","4.1","",40.7755229,-73.9536809,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"453","1752 1st Ave NYC","New York","NY","",80,"USCGeocoder",1,218.7499,"","4.1","",40.7798308,-73.9470023,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"455","853 2nd Ave NYC","New York","NY","",81,"USCGeocoder",1,218.9151,"","4.1","",40.7522614,-73.9706596,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"457","1627 2nd Ave NYC","New York","NY","",82,"USCGeocoder",1,218.753,"","4.1","",40.7769781,-73.9526181,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"461","N Walker St NYC","New York","NY","",83,"USCGeocoder",1,31.2715,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"463","N W 49th St NYC","New York","NY","",84,"USCGeocoder",1,30.9681,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"475","1248 Lexington Ave NYC","New York","NY","",85,"USCGeocoder",1,453.1044,"","4.1","",40.7784,-73.9565,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"480","5 W 37th St NYC","New York","NY","",86,"USCGeocoder",1,124.9873,"","4.1","",40.7507963,-73.9840087,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"484","206 W 138th St NYC","New York","NY","",87,"USCGeocoder",1,171.8825,"","4.1","",40.8172216780323,-73.9425205742436,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","5797.97267484549","Meters","03","StreetSegmentInterpolation"
"485","265 Columbus Ave NYC","New York","NY","",88,"USCGeocoder",1,468.7601,"","4.1","",40.7776,-73.9785,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"493","72 Madison Ave NYC","New York","NY","",89,"USCGeocoder",1,609.3762,"","4.1","",40.7438,-73.986,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","RoofTop","FeatureClassBased","","","3","","ReturnAll","0","Meters","00","AddressPoint"
"500","17 E 21st St NYC","New York","NY","",90,"USCGeocoder",1,109.3701,"","4.1","",40.7397692,-73.9890855,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"502","39 BAYYERY PL NYC","New York","NY","",91,"USCGeocoder",1,296.8732,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"506","700 Riverside Dr NYC","New York","NY","",92,"USCGeocoder",1,249.9738,"","4.1","",40.8283,-73.9506,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"509","566 Columbus Ave NYC","New York","NY","",93,"USCGeocoder",1,265.6435,"","4.1","",40.7876,-73.9716,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"517","1169 Madison Ave NYC","New York","NY","",94,"USCGeocoder",1,515.6326,"","4.1","",40.7806,-73.9588,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"530","W 5th Ave NYC","New York","NY","",95,"USCGeocoder",1,31.2821,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"533","9 W 8th St NYC","New York","NY","",96,"USCGeocoder",1,203.1169,"","4.1","",40.7326637,-73.9970601,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"542","27 W 85th St NYC","New York","NY","",97,"USCGeocoder",1,218.6895,"","4.1","",40.7850874,-73.9706724,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"550","63 E Broadway NYC","New York","NY","",98,"USCGeocoder",1,171.9737,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"557","114 W 41st St NYC","New York","NY","",99,"USCGeocoder",1,203.1072,"","4.1","",40.7544623,-73.9855351,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"558","207 W 25th St NYC","New York","NY","",100,"USCGeocoder",1,234.4,"","4.1","",40.7457488,-73.995337,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"559","111 E 76th St NYC","New York","NY","",101,"USCGeocoder",1,218.7391,"","4.1","",40.7735139,-73.9612841,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"564","30 W 14th St NYC","New York","NY","",102,"USCGeocoder",1,281.278,"","4.1","",40.735252,-73.9922599,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","93.1952662721894","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"570","1952 Adam Clayton Powell NYC","New York","NY","",103,"USCGeocoder",1,140.7867,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"574","E 7th Ave NYC","New York","NY","",104,"USCGeocoder",1,31.245,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"591","264 W 40th St NYC","New York","NY","",105,"USCGeocoder",1,187.4081,"","4.1","",40.7556623,-73.990292,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"600","621 W 181st St NYC","New York","NY","",106,"USCGeocoder",1,421.9367,"","4.1","",40.8496211487568,-73.9342127967441,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","2694.43577013956","Meters","03","StreetSegmentInterpolation"
"602","51 W 52nd St NYC","New York","NY","",107,"USCGeocoder",1,218.7592,"","4.1","",40.7611122,-73.9788826,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"607","2115 Frederick Douglass B NYC","New York","NY","",108,"USCGeocoder",1,203.0514,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"620","118 E 104th St NYC","New York","NY","",109,"USCGeocoder",1,281.2311,"","4.1","",40.791208,-73.9481225,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"639","48 Gramercy Park North NYC","New York","NY","",110,"USCGeocoder",1,546.8873,"","4.1","",40.7382,-73.9853,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"640","1382 3rd Ave NYC","New York","NY","",111,"USCGeocoder",1,171.8102,"","4.1","",40.7741141,-73.9576451,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"644","2511 Broadway NYC","New York","NY","",112,"USCGeocoder",1,62.4916,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"647","1395 3rd Ave NYC","New York","NY","",113,"USCGeocoder",1,156.2426,"","4.1","",40.7744116,-73.9569699,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"666","525 7th Ave NYC","New York","NY","",114,"USCGeocoder",1,187.4215,"","4.1","",40.7536346,-73.9884819,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"672","1567 2nd Ave NYC","New York","NY","",115,"USCGeocoder",1,234.5329,"","4.1","",40.7749709,-73.9540802,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"674","1 W 88 ST NYC","New York","NY","",116,"USCGeocoder",1,218.7001,"","4.1","",40.7869278,-73.9689173,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"675","3 Bleecker St NYC","New York","NY","",117,"USCGeocoder",1,703.1008,"","4.1","",40.7254,-73.9926,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"686","710 3rd Ave NYC","New York","NY","",118,"USCGeocoder",1,406.2743,"","4.1","",40.7524646166535,-73.9733226112034,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","2","","ReturnAll","1906.95584356133","Meters","03","StreetSegmentInterpolation"
"690","2 Fort Washington Ave NYC","New York","NY","",119,"USCGeocoder",1,562.5207,"","4.1","",40.8357,-73.9443,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"697","80 Madison Ave NYC","New York","NY","",120,"USCGeocoder",1,515.6655,"","4.1","",40.7442,-73.9857,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"701","2734 Broadway NYC","New York","NY","",121,"USCGeocoder",1,125.0144,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"707","411 8th Ave NYC","New York","NY","",122,"USCGeocoder",1,265.4683,"","4.1","",40.750085,-73.9952258,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"710","1375 6th Ave NYC","New York","NY","",123,"USCGeocoder",1,92.0492,"","4.1","",40.7635649980634,-73.9778558223215,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","1891.14425127232","Meters","03","StreetSegmentInterpolation"
"721","725 7th Ave NYC","New York","NY","",124,"USCGeocoder",1,187.4772,"","4.1","",40.7599968,-73.9838447,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"724","55 W 116th St NYC","New York","NY","",125,"USCGeocoder",1,312.5053,"","4.1","",40.8019097,-73.9489949,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"728","4 Penn Plz NYC","New York","NY","",126,"USCGeocoder",1,578.1222,"","4.1","",40.751,-73.9931,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"746","S W 46th St NYC","New York","NY","",127,"USCGeocoder",1,31.1054,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
